average_error,min_error,max_error,time
0.003810639,0.0,0.018726349,0.0010493590380065143
0.03507274,0.0,0.15790462,0.0007872189744375646
0.105841264,0.0,1.4596281,0.0007346579805016518
0.07611249,0.0,0.58850765,0.0007280090358108282
0.24672607,9.536743e-07,2.7584286,0.0007226900197565556
0.15346661,9.536743e-07,1.749671,0.0007686560275033116
0.004151433,9.536743e-07,0.06121254,0.0008109199698083103
0.078234985,0.0,0.87782574,0.0007256450480781496
0.01675878,0.0,0.06547165,0.000766962009947747
0.0021402887,0.0,0.033678055,0.0007311209919862449
0.0007552607,0.0,0.008393288,0.000722756958566606
0.25886995,0.0,3.126687,0.0007238300167955458
0.0036178418,0.0,0.041374207,0.0007291619549505413
0.005050732,0.0,0.036088943,0.0007185809663496912
0.0448671,0.0,0.31747913,0.0007287939661182463
0.2618039,0.0,2.898982,0.0007566839922219515
0.0044067227,0.0,0.037535667,0.0007320049917325377
0.00201411,0.0,0.030810356,0.0007169670425355434
0.26613268,0.0,3.1114845,0.0007351700332947075
0.11481078,0.0,0.8023071,0.0008074730285443366
0.0016777614,0.0,0.00927639,0.0007926860125735402
0.030426096,0.0,0.37791252,0.000723285018466413
0.12839298,0.0,0.9847746,0.0007240140112116933
0.020941313,0.0,0.09270382,0.0007476240280084312
0.001785097,0.0,0.029773712,0.0007525589899159968
0.00016875751,0.0,0.0021152496,0.0007570140296593308
0.01204711,1.9073486e-06,0.18172836,0.0007330029620788991
0.0025706517,0.0,0.0136966705,0.0007202949491329491
0.0077876756,0.0,0.086369514,0.0007288229535333812
0.00051523076,0.0,0.008798599,0.0007343480247072875
0.0014542245,0.0,0.02559948,0.0007574209594167769
0.0054198867,0.0,0.081998825,0.000715961039531976
0.006176754,0.0,0.06824303,0.0007658639806322753
0.17850673,0.0,2.567667,0.0007245450397022069
0.16802518,0.0,1.2553749,0.0007247480098158121
0.17861548,0.0,1.2566032,0.000753842992708087
0.0052379044,0.0,0.058171272,0.000721824006177485
0.0035141676,9.536743e-07,0.060528755,0.0007238990510813892
