average_error,min_error,max_error,time
0.0011804986866960742,3.2736977573222248e-09,0.005456648338133974,0.7824337339843623
0.004491797304207258,3.2582772035993912e-09,0.021960989499154593,0.9549826610018499
0.0027438999771581094,0.0,0.05279842710956473,0.8021234099869616
0.14084116439596672,4.071816306350229e-08,2.2395070700855477,0.820849244017154
0.02872476520693339,5.7348199078433026e-08,0.7778176571547988,0.80569640500471
0.004307179692013082,3.106658752471958e-08,0.12321365098222437,0.7620954579906538
0.00038069699501996034,2.0879298290310544e-11,0.004530586501738654,0.825713069003541
0.002959282967678486,1.3988447733481735e-08,0.15926128246600513,0.8706495389924385
0.0018446202654213493,7.388223366433522e-10,0.009001136389548137,0.8268129539792426
0.00030265526164765453,4.683755605583428e-10,0.003958186022028798,0.7974144450272433
6.216148389833684e-05,1.7763568394002505e-15,0.0005435826183415315,0.7894158579874784
0.02925022867555501,4.897458438790636e-09,1.3769023924716723,0.9392307439702563
0.00019437012663234832,4.133298148190079e-10,0.0016236979748640579,0.8936036779778078
0.046097508142718735,2.147354472015195e-08,0.508169643557844,0.8968845929484814
0.0018251010358437114,5.776506384336244e-09,0.02699687584358834,0.8539359190035611
0.03518037313454603,5.27463672739259e-08,0.9544835745709719,0.7738329509738833
0.0003245567690051177,7.206413243920906e-10,0.0018301881922972996,0.9543969180085696
0.0002807434917468845,6.402842700481415e-10,0.0037005584815403836,0.7507644220022485
0.01976213544081818,6.683804087970202e-08,1.014110143795543,0.8065152009949088
0.008977627500194473,3.2825013818182924e-09,0.18249798789026528,0.8878472009673715
0.0008010559694583925,1.5442491729800167e-09,0.0038766670345697918,0.831693381012883
0.033674524220055554,2.953863784682653e-07,0.8974681160598408,0.8206307420041412
0.028553080804422627,1.3471108673002163e-08,0.9646970710586551,0.9700112250284292
0.0036218836844111022,3.756150945832815e-09,0.0224996175949439,0.8849453539587557
0.00018503628915034974,1.9368471271263843e-09,0.0027862425512488187,0.779640996013768
4.6751596538556135e-05,9.77223635345581e-10,0.000604300251628942,0.8522870329907164
0.0007378276658976775,1.3308465440786676e-11,0.009211827372993753,0.7670121690025553
0.0002529408279141589,9.302212333750504e-10,0.0012590965282957,0.7494632549933158
0.005755743206810157,7.353897046868951e-09,0.3312429374541246,0.7955400799983181
4.016162202417073e-05,0.0,0.000605437274055376,0.8449994389666244
0.003513727025492,2.2481678740859934e-08,0.08915546583840595,0.8038532200152986
0.042255012036058914,3.013445741828491e-07,1.7430888750677553,0.7954445799696259
0.0011325007777814495,1.0375700298936863e-10,0.008502648381581324,0.7694504729588516
0.05423036785776174,1.8165553719029504e-06,2.0029379801887863,0.8103045540046878
0.012111351924634037,6.110360217803645e-09,0.21035728246732788,0.86325344000943
0.010666824432918921,7.177408178904443e-08,1.3495725470918192,0.7950873710215092
0.00037965931852928234,7.782237076980891e-10,0.003020272542407554,0.7988568129949272
