average_error,min_error,max_error,time
0.0015324946873641117,1.0215330803475808e-09,0.007250893483277565,0.09243427397450432
0.004491797304207715,3.2582789799562306e-09,0.021960989499152817,0.09333977900678292
0.02750512349120333,2.545326935887715e-07,0.5578971310882377,0.082131389004644
0.14084116439596672,4.071816306350229e-08,2.2395070700855477,0.07504193601198494
0.02872476520693339,5.7348199078433026e-08,0.7778176571547988,0.07370989100309089
0.00038069699501996034,2.0879298290310544e-11,0.004530586501738654,0.0908532390021719
0.002959282967678586,1.3988447733481735e-08,0.15926128246600513,0.07596811198163778
0.0018446202654212036,7.388223366433522e-10,0.009001136389548137,0.07976008200785145
0.0003026552616477524,4.683755605583428e-10,0.003958186022028798,0.10212764702737331
0.02925022867555501,4.897458438790636e-09,1.3769023924716723,0.07078268297482282
0.00019437012663234832,4.133298148190079e-10,0.0016236979748640579,0.08173445600550622
0.046097508142718756,2.147354472015195e-08,0.508169643557844,0.07010358001571149
0.0018251010358437114,5.776506384336244e-09,0.02699687584358834,0.13924651802517474
0.03518037313454603,5.27463672739259e-08,0.9544835745709719,0.07332780200522393
0.0003245567690051177,7.206413243920906e-10,0.0018301881922972996,0.09992765699280426
0.00028074349174688417,6.402842700481415e-10,0.0037005584815403836,0.08934734802460298
0.019762135440818056,6.683804265605886e-08,1.014110143795543,0.09700865397462621
0.017730522802944137,5.252498525010196e-08,0.18878766820859383,0.08266410802025348
0.00036237383105196773,7.03538560742345e-10,0.001743060155998677,0.08126359997550026
0.01981093674703839,5.0162682896370825e-09,0.4198815429996223,0.0754811119986698
0.022197715272961986,1.709352659418073e-10,0.17820421947940623,0.10402565699769184
0.0036218836844111022,3.756150945832815e-09,0.0224996175949439,0.09039572102483362
0.00018503628915029734,1.9368471271263843e-09,0.0027862425512488187,0.09397507196990773
0.0007378276658978617,1.3310241797626077e-11,0.009211827372993753,0.095398074015975
0.0002529408279141589,9.302212333750504e-10,0.0012590965282957,0.0890046589775011
0.006217732430552335,8.189928735191643e-10,0.2302097709440929,0.09656774101313204
0.003513727025492,2.2481678740859934e-08,0.08915546583840595,0.11345301300752908
0.042255012036058914,3.013445741828491e-07,1.7430888750677553,0.09464951703557745
0.0011325007777814495,1.0375700298936863e-10,0.008502648381581324,0.08903299696976319
0.05423036785776174,1.8165553719029504e-06,2.0029379801887863,0.07956285699037835
0.012111351924634037,6.110360217803645e-09,0.21035728246732788,0.08029095601523295
0.010666824432918921,7.177408178904443e-08,1.3495725470918192,0.13084216503193602
0.0003796593185291311,7.782237076980891e-10,0.0030202725424057775,0.08933067199541256
0.0015979227910722122,2.6067421998732243e-08,0.025412120406802075,0.10015065898187459
0.0002201178279962062,1.6174546146885405e-09,0.0028613458559885174,0.09179882000898942
0.00013040540495649864,1.0934879668411668e-09,0.0018813340339978168,0.09600888297427446
2.660434476726668e-05,3.9465319900955365e-10,0.0003855417211617862,0.10184549103723839
0.00012364694448633895,2.885865768575968e-09,0.0017535453503469967,0.1014781299745664
0.0004120670849499776,4.79387196605785e-10,0.00272553405059206,0.09951897501014173
0.00039974709016738635,6.939515628801018e-11,0.002436014644775497,0.08675970003241673
0.05081632661251312,3.883244971802924e-06,2.0975891155323723,0.07423495198599994
0.0006705371968373155,7.843308225119472e-10,0.0019461515438923271,0.07426468702033162
9.302725129841684e-05,8.271126006320628e-10,0.00038423149592858863,0.07967317698057741
0.0014961637771575866,2.5050059804243574e-09,0.01129907421784182,0.07653968903468922
0.00904865274097266,5.097852806557057e-09,0.6987224385778781,0.07036264496855438
0.00038802784133360504,6.314255784900524e-10,0.0019546924977156266,0.08454710402293131
0.018468616680290005,7.896407083762824e-09,0.37199389129328964,0.07659484498435631
0.014646785544058927,4.195793934513858e-09,0.5051685448493899,0.0765462460112758
0.0005962181128190385,1.15360343500015e-09,0.005554049477410672,0.0884651219821535
0.002782243343969357,5.686100479351808e-10,0.07149548048260002,0.07459698204183951
0.00024111757167376153,1.033498620017781e-08,0.004691472293114174,0.218900787003804
0.0008681233321561541,1.8332730888914739e-09,0.008488440418595644,0.08641116099897772
0.0018576276728468986,5.254641166629881e-09,0.01903729664616627,0.07156743900850415
0.09023890827954853,2.4114327832336357e-06,2.7235812583345975,0.09689928498119116
0.0013291836521176878,3.8706584604142336e-09,0.00531357254358511,0.09438766597304493
0.0048654263075789145,1.147745010143808e-09,0.07374801452589885,0.09406600799411535
0.0011229728775545137,1.2505019242325943e-09,0.012133490753743814,0.08771875500679016
0.00015286105983056407,4.943405684798563e-10,0.002437701416292626,0.0877081070211716
0.024485863197732143,1.408688277138026e-07,0.47315329412547236,0.06737288704607636
0.00027727091349935286,4.827764854553607e-10,0.002652365265355172,0.0862077699857764
0.0002500451214761751,2.8391156092766323e-10,0.002213352134395663,0.08144785300828516
0.00017387087490204658,8.989733402131606e-10,0.0021504251416466502,0.09024076204514131
0.0030871248547252083,8.425836028891354e-09,0.023305183264584528,0.0844490560120903
0.004746109280007677,2.321035807995031e-09,0.0827268637622236,0.0868295639520511
0.03984068731654498,6.633555926782719e-10,1.5189065601891585,0.09241670998744667
0.006319730900583712,3.0628868330495607e-09,0.2716377383274331,0.10451840696623549
0.002455155284656613,1.4887788779560651e-09,0.03131838124210873,0.0712181170238182
0.0002579497381160815,4.452438417956728e-10,0.003464535410090619,0.08691068098414689
0.00020915572282164015,0.0,0.0009810253221953502,0.09171726199565455
0.0002360836881427391,3.404352355573792e-10,0.0016315076306625542,0.08819710998795927
0.003117290659849419,9.739736128722143e-09,0.02135107143355164,0.07643761695362628
0.00014755074322883103,1.1316458881083236e-10,0.0012354828316141209,0.09106812695972621
0.0005338143531902356,1.7763568394002505e-15,0.015212303195582422,0.0874414150021039
0.007352158308899117,1.006080143639565e-07,0.15481297581122533,0.08332496701041237
0.019408664408108095,5.804629665817629e-08,1.0275505303689272,0.07111152698053047
0.002984199742114038,2.035713819736884e-09,0.011642086685331066,0.0903361410018988
0.0024497155743880374,4.110450646521713e-09,0.009634587554394614,0.09162680601002648
0.0008561771481929777,1.4676890813802856e-08,0.017202486955280705,0.0835340810008347
0.029960195670062816,5.1407749168674854e-09,0.5941234347476971,0.08297091699205339
0.0029596162516563026,1.4782663981804944e-10,0.013166813930112653,0.09157319000223652
0.01505183756046934,2.8962610088001384e-10,0.23424039915115813,0.07310614094603807
